node1,node2,free_bw,used_bw,delay,pkloss
1,3,165404.275572,34595128.487151,1.085758,0.001318
1,7,137909.969003,62089435.056493,1.102448,0.001778
1,16,134045.891411,65952320.767925,1.472592,0.004838
2,4,169556.128,30441158.077792,0.018358,0.0
2,7,161820.289971,38173871.014498,21.484375,0.003349
2,12,154210.32,45785602.923707,0.641584,0.00918
2,13,161040.48,38953560.0,1.13833,0.006096
2,18,28032.44,21966461.731828,1.8121,0.013059
2,23,18455.912,31544088.0,169.439077,0.00636
3,10,160749.632,39246617.856614,1.876473,0.003665
3,11,11145.685431,38851930.806919,20.93184,0.008939
3,14,0,3100380.988701,2604.289532,0.019201
3,21,150413.848,49578905.41706,1.435876,0.004595
4,16,165652.186781,34345429.457055,0.850439,0.003613
5,8,19148.464,30849397.637036,1.459241,0.002893
5,16,11319.408,38680445.985001,65.948963,0.003582
6,7,660.027997,2439376.062394,2450.262308,0.022051
6,19,576.392,2523481.832217,358.950019,0.0
7,17,122345.19748,77651822.817717,1.241803,0.00242
7,19,38020.213979,11978001.010699,1.101732,0.019695
7,21,158198.164184,41801239.876013,1.144886,0.002582
8,9,1397.292271,48601515.848414,2.461195,0.003893
9,15,26023.933607,23975470.452954,24.504304,0.006946
9,16,133267.593241,66730618.938105,1.694202,0.005716
10,11,26020.357964,23977854.214578,1.790047,0.003235
10,12,123043.639636,76954572.542744,0.387788,0.001353
10,16,138710.912909,61288491.150886,1.67942,0.002456
10,17,105832.880712,94166523.347663,1.213193,0.007105
12,22,158395.432,41601892.039196,0.929952,0.004679
13,14,54.2,3045647.725227,2307.948828,0.019357
13,17,161264.576,38732891.482051,1.080036,0.006082
13,19,38449.328,11550076.0,1.105785,0.003338
15,20,25944.077592,24053538.646135,1.774907,0.006601
17,20,138180.525947,61819474.052593,1.284957,0.0
17,23,18387.968,31611047.49685,157.552004,0.006579
18,21,24785.569443,25213834.61654,2.005219,0.004518
20,22,8943.752,41048831.929207,52.697301,0.021319
