node1,node2,free_bw,used_bw,delay,pkloss
1,3,128607.11049,71392294.640182,0.672936,0.0
1,7,150750.54197,49249458.029742,0.175238,0.003255
1,16,147344.317796,52651518.115579,0.998974,0.003797
2,4,142141.586985,57857818.145522,0.899315,0.004852
2,7,125630.382274,74369022.856571,1.166224,0.005943
2,12,133669.452041,66329358.219382,0.0,0.001483
2,13,179549.376185,20450623.814751,0.45836,0.0
2,18,31184.078251,18815262.651849,1.552343,0.020531
2,23,22220.580896,27778824.233955,1.315236,0.007673
3,10,132633.188941,67366216.189239,0.944734,0.002052
3,11,11271.408324,38727399.182891,65.986037,0.019105
3,14,3.273453,3096286.219855,1920.764565,0.021687
3,21,145991.58399,54008136.93272,1.425385,0.005912
4,16,131824.166084,68172859.566821,1.857042,0.002039
5,8,28538.094667,21460714.119507,0.390291,0.013383
5,16,11.751548,49987077.614647,144.59002,0.011919
6,7,1779.197525,1320537.047515,0.664711,0.0
6,19,1188.132614,1911867.38566,1582.818747,0.0
7,17,90818.604651,109179015.869845,1.724243,0.001841
7,19,23944.597563,26051875.287563,1.054645,0.012952
7,21,165455.722128,34541303.523305,1.300216,0.020331
8,9,19308.098613,30691484.393131,0.156045,0.012783
9,15,18008.903084,31990939.371557,0.971317,0.019991
9,16,134941.283561,65056235.902853,0.267506,0.011783
10,11,5900.924244,44098955.751223,56.524277,0.013275
10,12,90167.817147,109832182.852578,0.0,0.000993
10,16,126560.758559,73437456.832017,1.80912,0.000951
10,17,87172.053099,112827352.031138,0.124574,0.001109
12,22,169603.154007,30396845.992613,0.762701,0.0
13,14,0,3100057.890009,2948.951483,0.019186
13,17,162790.705659,37207509.731509,1.194715,0.008504
13,19,20228.376273,29770143.63303,1.431942,0.021683
15,20,17259.367202,32738253.318694,2.048373,0.007959
17,20,138856.716239,61141499.151611,1.983881,0.002184
17,23,22237.237249,27762167.881025,1.996875,0.007702
18,21,27477.50749,22522160.609404,1.692057,0.010318
20,22,20634.65815,29365341.850483,42.588115,0.00947
