node1,node2,free_bw,used_bw,delay,pkloss
1,3,173980.729635,26015587.610953,2.187848,0.001886
1,7,109247.69938,90749918.049176,3.093481,0.001027
1,16,123485.940436,76513963.008846,1.165748,0.010667
2,4,36398.552724,163598632.892625,22.058725,0.004905
2,7,73342.063175,126651830.695264,61.326265,0.010241
2,12,99119.480208,100879604.092775,2.174497,0.005765
2,13,101483.147056,98512367.501536,5.658865,0.007571
2,18,29021.847261,20976623.690432,1.454711,0.042027
2,23,11126.668666,38872891.176959,1.856565,0.004599
3,10,127977.035482,72021823.156608,1.594186,0.016148
3,11,27880.195902,22116887.527195,2.342939,0.033566
3,14,47.12515,3052126.580453,2371.083379,0.05848
3,21,136590.888556,63401556.921659,2.389789,0.007089
4,16,43911.548226,156087316.650765,0.495315,0.00456
5,8,28246.553831,21752835.86207,1.797676,0.050147
5,16,13.018792,49985594.759989,205.057859,0.040536
6,7,209.75015,2890159.974114,1.466513,0.020636
6,19,0,3099714.564035,2580.835581,0.019198
7,17,99202.238881,100792128.610887,1.072168,0.008504
7,19,44199.440336,5798302.866653,1.943111,0.021683
7,21,136877.177693,63120791.401208,2.086401,0.012178
8,9,27268.839259,22729179.290878,2.452254,0.034615
9,15,36343.584925,13656189.510697,37.941217,0.043822
9,16,81664.854058,118333726.200648,1.673698,0.035776
10,11,1679.896031,48320084.032483,30.153155,0.040538
10,12,152806.046791,47189806.755636,2.347946,0.004826
10,16,69182.485254,130813955.293622,1.496315,0.005138
10,17,97641.291613,102358008.866407,1.420021,0.00955
12,22,189934.189162,10065122.197238,1.888037,0.014065
13,14,0,3100249.896442,1174.597383,0.0
13,17,104823.321004,95176101.617083,0.394821,0.011063
13,19,43526.158768,6472189.519232,2.784848,0.024316
15,20,35800.195941,14198271.008004,1.657248,0.012728
17,20,169248.471764,30751528.235882,0.966311,0.00248
17,23,11080.203898,38918604.697647,2.49505,0.004627
18,21,25038.584566,24958901.006846,1.235485,0.044383
20,22,37086.176912,12912829.952387,1.77443,0.015916
