node1,node2,free_bw,used_bw,delay,pkloss
1,3,159582.19822,40416609.66096,1.168966,0.002052
1,7,96300.458137,103695727.526924,1.857996,0.004871
1,16,107297.444211,92697392.505986,1.935959,0.011358
2,4,84032.613045,115960665.963624,0.289917,0.005003
2,7,106986.36791,93003856.565064,2.248049,0.012607
2,12,113381.141141,86615082.25584,1.709938,0.01958
2,13,132401.064532,67596164.430562,2.860308,0.013537
2,18,14300.666733,35696966.283118,0.91958,0.018345
2,23,23729.296648,26268671.671836,2.454758,0.009641
3,10,107167.10071,92832014.096517,2.609015,0.026145
3,11,44435.39093,5562422.546789,1.239657,0.068718
3,14,245.068054,2854671.413866,2090.548277,0.044024
3,21,124350.992794,75646965.8491,8.093238,0.021378
4,16,90776.070428,109223624.94803,0.366449,0.008978
5,8,33913.177177,16086226.226227,2.267718,0.002773
5,16,18.82918,49977936.761138,209.291458,0.013114
6,7,0.774852,3099177.443292,3600.940585,0.038395
6,19,307.176612,2792683.593122,927.209496,0.0
7,17,109711.590318,90287648.562827,0.0,0.008317
7,19,41903.564277,8094579.770006,1.425743,0.021545
7,21,144869.956987,55129521.106128,1.867414,0.017967
8,9,17047.67244,32951871.487867,2.380729,0.002803
9,15,13693.380042,36306078.023831,59.133768,0.003589
9,16,118809.202122,81188975.084519,0.0,0.026461
10,11,15.521073,49982940.023859,141.830206,0.007156
10,12,135592.201761,64406489.709886,2.25246,0.006073
10,16,84589.444611,115407383.378941,1.029968,0.01168
10,17,109476.044836,90523488.337439,1.164436,0.016678
12,22,183437.093093,16562906.906907,1.756907,0.004102
13,14,0,3099797.84909,2731.566429,0.019205
13,17,134027.765883,65969055.997466,0.508547,0.018002
13,19,43506.45045,6493006.252548,0.93174,0.022815
15,20,13674.290862,36324375.177354,1.272678,0.010155
17,20,149318.043022,50681210.582077,0.741959,0.002234
17,23,23930.845423,26067739.237229,1.960158,0.009662
18,21,23731.416558,26268218.862604,1.988173,0.014429
20,22,33376.678671,16622347.350952,1.52564,0.02672
