node1,node2,free_bw,used_bw,delay,pkloss
1,3,117866.24,82129057.782221,2.074957,0.001491
1,7,68645.007499,131353800.619935,2.143741,0.001351
1,16,102394.08,97601636.132386,2.542138,0.001919
2,4,86173.881388,113818043.305932,1.605272,0.001101
2,7,80798.616,119198404.228776,54.965734,0.001378
2,12,104369.224,95629610.844562,3.049612,0.004409
2,13,135379.104,64619013.713144,2.471685,0.002888
2,18,30447.526258,19551924.87106,1.211047,0.023023
2,23,29456.88,20543120.0,1.904964,0.005558
3,10,144954.614384,55043684.807839,2.290845,0.003771
3,11,10948.696,39049248.719345,1.689792,0.018619
3,14,657.859358,2441774.321096,1167.559862,0.0
3,21,150246.92,49749504.0,0.0,0.005052
4,16,83185.048,116814356.0,1.255274,0.00215
5,8,36968.530559,13030221.617796,6.78122,0.019088
5,16,0,50000720.42853,137.41672,0.017865
6,7,465.751425,2634047.672248,1.532078,0.0
6,19,0,3099415.883177,2067.75105,0.019179
7,17,70893.096,129104520.0,0.12958,0.000751
7,19,25620.916183,24377241.908382,1.442075,0.020217
7,21,169924.456,30074040.373162,0.0,0.003728
8,9,4792.510502,45207489.497901,54.55792,0.020782
9,15,45205.817163,4793586.717344,2.125978,0.010656
9,16,93378.984,106620950.08842,6.043792,0.016643
10,11,1012.983895,48985162.38328,63.479781,0.01664
10,12,118001.368411,81995126.956968,2.586365,0.003431
10,16,99494.784435,100503251.782338,1.488328,0.000593
10,17,75675.054516,124320004.741815,1.074076,0.002448
12,22,186700.388078,13299084.744827,0.0,0.0
13,14,0,3100119.037511,1998.968482,0.019186
13,17,114144.332867,85853637.566715,0.640869,0.004758
13,19,22120.504101,27878899.779957,0.284433,0.022545
15,20,44857.683537,5140610.231646,1.119614,0.012267
17,20,184706.448,15293552.0,0.0,0.0
17,23,29567.736,20431072.0,2.126575,0.005506
18,21,26531.823547,23467040.226467,0.0,0.028906
20,22,39783.687106,10215376.446934,0.0,0.034159
