node1,node2,free_bw,used_bw,delay,pkloss
1,3,164023.015889,35976388.528029,0.731826,0.002757
1,7,151958.884781,48039328.470064,0.763655,0.00131
1,16,141854.222045,58144586.789245,1.906514,0.00083
2,4,144597.477766,55401331.068254,1.510501,0.004241
2,7,149469.347457,50528270.21085,1.039028,0.004533
2,12,141925.692016,58066565.404219,0.037313,0.00624
2,13,73792.668399,126202812.397908,102.904797,0.002856
2,18,19501.189168,30496428.500051,2.600551,0.029923
2,23,40289.421405,9708196.262617,2.331376,0.007514
3,10,143233.875675,56763883.587708,1.012325,0.005502
3,11,17483.020906,32516812.720641,29.402614,0.00554
3,14,140.855401,2957953.432597,3979.575992,0.01965
3,21,173664.31498,26335214.087296,0.712872,0.013277
4,16,149582.508244,50416896.172681,0.0,0.000938
5,8,23488.022384,26510333.111127,1.617074,0.009892
5,16,7.826348,49990422.790875,180.124879,0.007153
6,7,753.210752,2346770.636567,706.07388,0.0
6,19,1066.838051,2033161.948585,1.082063,0.0
7,17,143291.959628,56706849.205548,0.0,0.000962
7,19,25310.506645,24689322.049937,0.9377,0.006153
7,21,164587.62866,35411162.683818,1.008272,0.00926
8,9,16715.051464,33284902.996633,108.284116,0.004154
9,15,22114.607775,27885030.81313,0.381351,0.013411
9,16,133822.188468,66173351.099567,0.371099,0.003412
10,11,25485.540676,24513570.564473,1.512408,0.003835
10,12,100892.024785,99103618.86556,2.015948,0.002426
10,16,118021.369042,81978557.933696,0.979185,0.001102
10,17,98458.229063,101539079.73273,0.0,0.00407
12,22,163066.392165,36931762.446681,0.778556,0.019118
13,14,0.131921,3099713.194168,2570.871472,0.0
13,17,166693.855687,33303884.588003,0.0,0.001955
13,19,25096.224867,24902105.43555,1.695871,0.010762
15,20,20717.369841,29281438.992704,2.16043,0.005225
17,20,145832.717098,54166091.735782,0.0,0.001853
17,23,39653.338663,10344874.587788,39.362192,0.003626
18,21,18972.784329,31023283.062638,10.851145,0.027825
20,22,14257.677394,35737558.824955,2.283335,0.031138
